,risk_level,investment_capacity_ordinal,sell_buy_ratio,mean_volatility_5d,mean_return_1d,mean_return_5d_all,mean_price_above_ma20,avg_trade_value,extreme_green_chasing_ratio,price_premium_zscore,momentum_buy_intensity,position_size_volatility,risk_capacity_mismatch_score,trade_value_spike_ratio,impulsive_trade_frequency,digital_impulse_ratio,recency_trading_score,asset_concentration_ratio,win_loss_ratio
0004718496C71D464F57,-1.0163343280076125,1.4851530048788038,1.200371081771211,1.2130948668661168,-2.35917115930666,-0.9536819857286767,-1.659655782008513,0.6125613446582945,0.0,-0.7792236569818309,-6.180523064130772,0.21046829486872318,-1.8711848136135392,-0.07490383066413303,1.5433247868333053,-1.0,-1.2274967078221302,-0.8156247384561902,-0.3901196843839969
00090203A8C62E135D0B,-0.5037339475374,0.0,0.0,0.41214292156067844,-1.3637209738952139,-0.13876947827414762,0.5024635703772135,-0.6445119374976876,0.0,0.0,0.0,-0.16306293466965538,0.0,-0.5661724092422176,0.0,0.0,0.056422496259166684,0.0,-0.5789167796732565
001270E70A4ECA1CD664,0.49626605246260014,0.0,0.9550585417528838,0.5644453614702056,-0.13438599410357982,1.6890668835481137,1.3634735482101663,0.923381287294017,0.0,4.74229647384507,9.417385087917971,1.7878190552775808,0.0,0.5978916140594998,0.0,0.0,-0.8479445570940393,-1.1606559347484091,-0.5789167796732565
0017D195DFD87A91C59D,-1.5398047241680475,0.0,0.0,-0.23902013211670006,-0.5720607087545425,-0.8434361686995365,-0.24204592733221947,-0.18244154362056986,0.0,0.0,0.0,1.021134685555279,0.0,0.8117081730525171,1.0,-1.0,0.571060479463529,0.0,-0.5789167796732565
001A82FE1591AD3926C7,-0.5037339475374,1.0,0.0,0.3945259943675172,1.108970996342266,0.5135547388743027,-0.2722654460747131,-1.4832028721721622,0.0,0.0,0.0,-0.15883901790451618,0.0,0.5978916140594998,1.3095568411118472,-1.0,-0.250981829169488,0.0,0.4210832203267435
002443977993FF4A3219,0.0,0.0,0.0,0.18158692236939034,-1.944053017310815,-0.4283296828002713,-0.3990387919240621,-1.0224141739896375,0.0,0.0,0.0,-0.0820061882806546,0.0,0.8117081730525171,1.0,-1.0,0.3049244300604241,0.0,-0.5789167796732565
002D8901556066EA2453,-0.5037339475374,1.0,0.0,-0.08675527340003464,-0.3620421087202883,-0.13143134821679223,-0.30225899430857583,0.9783239111884493,0.0,1.055887605894382,-0.5105414908226171,1.0376226484661804,-2.1062261133802513,0.06381508779292697,0.0,-1.0,-0.2481648897995119,-1.126272342752808,-0.5789167796732565
0030B344AA10500D927B,0.49626605246260014,0.0,1.1076343138234157,0.36570228348134665,0.5548160446675456,0.25314876614850285,0.552917900467982,-0.19021374212404993,0.0,1.4108313543068356,-1.7696642402137468,0.45684688522864614,-1.625690683366551,-0.025173986692571326,1.772531669197299,0.0,-1.0931718663834558,-1.295686047359259,0.11094180861564334
0032881DD2BDE26E4201,0.49626605246260014,0.0,1.075430839790076,1.7607704180471608,3.8705912769091246,-3.718637134752784,-4.298065300470453,-1.2987865820015243,0.0,-2.7646145132406343,-12.606028692369364,-0.11419720987325338,0.0,0.8117081730525171,0.0,0.0,0.5824588165681605,-1.0,0.4210832203267435
003E7F47F258AAD9B6B2,-0.5037339475374,1.0,0.0,0.14508423839805543,-0.03186019586173858,0.3367990456783908,0.46318927885390726,-0.6889059438581527,0.0,0.0,0.0,-0.15551340604225183,0.0,0.8117081730525171,1.0,-1.0,0.3143361161819325,0.0,0.0
003F1A4138030CF429A4,-1.5398047241680475,0.0,0.0,0.4132096316846934,-1.216955197481916,-1.159626426037153,-1.901365095629537,-0.5671357618884902,0.0,0.0,0.0,-0.12534605702751064,0.0,0.8117081730525171,1.0,-1.0,-0.31787128961797434,0.0,-0.5789167796732565
0047C2E9C1DB954967D4,-0.5037339475374,0.0,0.0,-1.2570463792267295,-0.3296582682780682,-0.5364035091599083,-0.31480940312212546,-0.9181227773981436,0.0,0.0,0.0,-0.16306293466965538,0.0,-0.5661724092422176,0.0,-1.0,-0.9962757055128111,0.0,-0.5789167796732565
00485E4798EF9E51BC91,-0.5037339475374,0.0,1.075430839790076,1.2317678687777764,-0.7243609306989921,-1.0069403074967485,-1.02652980980654,0.17926671574284114,0.0,0.005412272730922424,-4.838562966338192,1.4056405384857882,-2.1443444087466133,0.20837047580627494,1.3095568411118472,-1.0,0.5824588165681605,-1.1606559347484091,0.4210832203267435
00512C17D0E7D1C8D5DF,-0.5037339475374,0.0,0.0,-0.7618581150693937,0.3722385119162206,1.1775090223436577,0.2706349542673943,-1.7004362490449545,0.0,0.0,0.0,-0.16306293466965538,0.0,-0.5661724092422176,0.0,-1.0,0.3496377906410832,0.0,0.4210832203267435
00566F6C037B47A267E3,0.0,0.0,0.0,0.03080980439746542,0.4166342485528784,-0.3437619806096576,-0.07240133065958519,-1.50303428567671,0.0,0.0,0.0,-0.16306293466965538,0.0,-0.5661724092422176,0.0,0.0,0.6682918911769045,0.0,0.4210832203267435
0059B0203C883553A892,0.49626605246260014,1.4851530048788038,1.1638602423882844,-0.4100575966500324,0.19438123177271213,-0.3800672948977941,-0.20981443724154433,1.0841523128979182,0.0,-0.7673194435422911,-3.9483410677820783,0.27573296097795474,-1.5180249443800369,-0.03590012439585203,1.3095568411118472,-1.0,-0.5474738187233423,-0.8701171189772388,0.15320944944563478
0069821E67BC1D08CF8C,-0.5037339475374,0.0,0.0,0.03328900528365562,0.010484053404902693,-0.12139008237082947,0.09138307369968474,-1.27385821520749,0.0,0.0,0.0,-0.16306293466965538,0.0,-0.5661724092422176,0.0,-1.0,0.40753377044163064,0.0,-0.5789167796732565
006FC7037E64812976E9,0.9860940029846621,0.0,0.0,-0.43788638006754205,-0.5997328119794747,-0.30032648394459305,-0.4279789411910904,-0.6495742086536913,0.0,1.1475035674523113,-1.0732073122548522,-0.005434455957783984,-1.1071270882940065,0.06381508779292697,1.0,-1.0,-0.6732857942529482,-0.6171623777485521,-0.5789167796732565
0071692748B0D90DBD06,-0.5037339475374,0.0,0.0,-0.42648568541165527,0.1015153034579598,-0.6231769484949504,-0.4900396773980517,-0.4593961046555139,0.0,0.0,0.0,0.3012866918052722,0.0,0.8117081730525171,1.0,-1.0,-0.1825740953303811,0.0,0.0
0071DB95436D93304175,-1.0163343280076125,1.0,0.9706849962345763,0.5258656812481358,-0.12974089372849712,-0.26167248713249974,0.4850030666530007,1.098068992685658,0.0,1.3129088113136655,-1.873031677953064,1.6340389709559955,-0.13683410423839862,0.12884272894830875,1.5433247868333053,-1.0,-1.1742050052886832,-1.141442834672874,0.09371087015222113
0072F6F36377784DBF24,-0.5037339475374,0.0,0.9550585417528838,0.8272429517396006,-1.3084511870211792,0.010768605721543674,1.1231150089548718,0.4601247298037564,3.712173386805874,3.9337006914625707,4.074341582161244,1.6336006075038054,0.0,0.5978916140594998,0.0,0.0,-0.31188509893211286,-1.1606559347484091,-0.5789167796732565
0073333A96207D6B2B46,-0.5037339475374,1.0,0.0,0.382899805180079,0.06737431917235927,1.6305898998050727,0.7549079532447873,-4.012780323918184e-05,3.71210004114431,1.6582565676517766,6.028362106184112,0.03720589201390006,0.0,0.43382759075778243,1.3095568411118472,-1.0,-0.1588972734916308,0.0,-0.5789167796732565
0074F23D1B45DF2A70DF,1.470272608001732,1.4851530048788038,1.147994764894503,0.17205419819823728,-0.05942205093076289,-0.1120452574016954,0.1595157132391008,0.7964722422101881,2.1467238516273026,1.6930958343676155,0.5846978676953816,0.8574241541996899,-1.232794793855895,-0.018530165832463183,1.5433247868333053,0.0,-1.1974462627929265,-0.9752198555891319,-0.07055653954248431
0076F5B3677A3E8CBAC2,1.470272608001732,0.0,0.8748719351201026,1.369392054031873,0.3947650841994257,-0.6663678634232986,-1.4996636766453872,-0.2411863248244339,0.0,1.5562622667320278,-2.0657123672724627,0.8950278864312142,-0.4636093419573911,0.09476799901988893,1.0,-1.0,-0.6966516419086897,-1.2086638569411916,0.15320944944563478
007B7270E95262A0B1C1,-0.5037339475374,1.4851530048788038,1.2330632138872957,1.7319388902365151,-2.7288323188985366,-2.5738397657297436,-2.4656793914349735,0.37795364500936107,0.0,-2.2418693305258603,-12.887146313390254,0.16448213991000885,0.0,0.5978916140594998,1.0,-1.0,0.5824588165681605,-0.767006530599961,0.0
007BB70A34D8520E3721,1.470272608001732,0.0,0.8564883487613398,0.062435253179189874,0.5621656104723344,-0.11580598384861356,-0.1260228401796449,0.30802549669142887,0.0,2.204559833252853,0.6767102686016061,1.1277378705115102,-1.4979240319624776,-0.03590012439585203,1.7060238726844836,0.0,-0.8870849031188663,-1.1038956061425647,-0.09969988383701286
008D1DB09E52001D9A01,-0.5037339475374,1.0,1.3369474042794216,-0.7666335118452918,-0.09910674676414802,-0.42770464871167885,-0.41610789635890255,0.5148195898806002,0.0,-1.380106656228535,-1.287846499610336,0.3076727750412345,0.0,0.43382759075778243,1.3095568411118472,-0.7403449176286664,-0.5552337744150319,0.0,-0.1699079940860775
008ECFB6D2E11AB60476,0.0,1.4851530048788038,0.0,-1.1168145013451458,-0.2294187935051457,0.03077041227246965,0.1343148209107616,-0.19832782313300387,0.0,0.7292614291460323,0.0400213450578528,-0.16306293466965538,0.0,-0.5661724092422176,0.0,0.0,0.4791097567470733,0.0,-0.5789167796732565
